id_patrimonio,id_parlamentar_voz,casa,ano_eleicao,ds_cargo,ds_tipo_bem,ds_bem,valor_bem
4470,174399,camara,2018,DEPUTADO FEDERAL,Outros créditos e poupança vinculados,#NULO#,2134.67
4471,1178987,camara,2018,DEPUTADO FEDERAL,"Aplicação de renda fixa (CDB, RDB e outros)",#NULO#,9048.42
4472,1178987,camara,2018,DEPUTADO FEDERAL,Caderneta de poupança,#NULO#,16.94
4473,1178987,camara,2018,DEPUTADO FEDERAL,Casa,#NULO#,470000
4474,1204363,camara,2018,DEPUTADO FEDERAL,Consórcio não contemplado,#NULO#,397358
4475,1204363,camara,2018,DEPUTADO FEDERAL,Outros bens imóveis,#NULO#,150000
4476,1204363,camara,2018,DEPUTADO FEDERAL,Ações (inclusive as provenientes de linha telefônica),#NULO#,90000
4477,1204363,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,#NULO#,38447.65
4478,1204363,camara,2018,DEPUTADO FEDERAL,Dinheiro em espécie - moeda nacional,#NULO#,113100
4479,1204363,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,#NULO#,46219.21
4480,1204363,camara,2018,DEPUTADO FEDERAL,Apartamento,#NULO#,109027.34
4481,1204363,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",#NULO#,80000
4482,1204363,camara,2018,DEPUTADO FEDERAL,Ações (inclusive as provenientes de linha telefônica),#NULO#,400000
4483,1204363,camara,2018,DEPUTADO FEDERAL,Terreno,#NULO#,141782
4484,1204363,camara,2018,DEPUTADO FEDERAL,Ações (inclusive as provenientes de linha telefônica),#NULO#,1690226
4485,1204363,camara,2018,DEPUTADO FEDERAL,Terreno,#NULO#,30000
4486,1204363,camara,2018,DEPUTADO FEDERAL,Outros bens imóveis,#NULO#,194892
4487,1204363,camara,2018,DEPUTADO FEDERAL,"Aplicação de renda fixa (CDB, RDB e outros)",#NULO#,221042.09
4488,1204363,camara,2018,DEPUTADO FEDERAL,Outras aplicações e Investimentos,#NULO#,54309.53
4489,1204363,camara,2018,DEPUTADO FEDERAL,"Aplicação de renda fixa (CDB, RDB e outros)",#NULO#,149746.92
4490,1204363,camara,2018,DEPUTADO FEDERAL,Outras aplicações e Investimentos,#NULO#,115924.59
4491,1204363,camara,2018,DEPUTADO FEDERAL,Terreno,#NULO#,137548.53
4492,1204363,camara,2018,DEPUTADO FEDERAL,Outros bens móveis,#NULO#,1700000
4493,173692,camara,2018,DEPUTADO FEDERAL,Terreno,"Núcleo habitacional Tadielo - Rua S, Bairro São Francisco, Santa Rosa",8938.68
4494,173692,camara,2018,DEPUTADO FEDERAL,Outros bens imóveis,"42 lotes do loteamento Porto do Sol, em Passo de Torres/SC - Doação dos pais em 23/09/1976",40000
4495,1204422,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",#NULO#,86000
4496,1204422,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",#NULO#,25657
4497,1204422,camara,2018,DEPUTADO FEDERAL,OUTROS BENS E DIREITOS,#NULO#,46788.03
4498,1204422,camara,2018,DEPUTADO FEDERAL,OUTROS BENS E DIREITOS,#NULO#,13292
4499,1204573,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",COMPROU UMA DAKAR MITSUBISHE DIESAL ¿  ADQ. OTTO ROBERTO MENDONÇA DE ALENCAR.,80000
4500,1204573,camara,2018,DEPUTADO FEDERAL,Dinheiro em espécie - moeda nacional,BANCO DO BRASIL - SALDO EM CONTA CORRENTE  CNPJ: 00.000.000/6968-03,5099.2
4501,1204573,camara,2018,DEPUTADO FEDERAL,VGBL - Vida Gerador de Benefício Livre,BANCO DO BRASIL ¿ BB REF. DI PLUS EST.  CNPJ: 00.000.000/6968-03,174732.06
4502,1204573,camara,2018,DEPUTADO FEDERAL,Quotas ou quinhões de capital,34% DAS QUOTAS DA SOCIEDADE DENOMINADA TEO CONSULTORIA E PARTICIPAÇÕES LTDA. CNPJ: 12.608.430/0001-70,1700
4503,1204573,camara,2018,DEPUTADO FEDERAL,Quotas ou quinhões de capital,50% DAS QUOTAS DA SOCIEDADE DENOMINADA FONOR ¿ FORTE NORDESTE DISTRIBUIDORA DE BEBIDAS LTDA.,500000
4504,1204573,camara,2018,DEPUTADO FEDERAL,Quotas ou quinhões de capital,5% DAS QUOTAS DE CAPITAL DA SOCIEDADE DENOMINADA BAHIA IRON CONSULTORIA EM MINERAÇÃO LTDA.,500
4505,1204573,camara,2018,DEPUTADO FEDERAL,Casa,"CASA COM  218,29m2, 2 PAV. , NO MUNICÍPIO DE LAURO DE FREITAS, NO CONDOMÍNIO VILLAS DO BOSQUE, Q J, L 19.",210000
4506,1204573,camara,2018,DEPUTADO FEDERAL,VGBL - Vida Gerador de Benefício Livre,BANCO BRADESCO VIDA E PREVIDÊNCIA PGBL,91162.4
4507,1204573,camara,2018,DEPUTADO FEDERAL,Quotas ou quinhões de capital,5% DAS QUOTAS DA SOCIEDADE DENOMINADA MG IRON CONSULTORIA EM MINERAÇÃO LTDA. CNPJ: 18.716.249/0001-63.,500
4508,1160556,camara,2018,DEPUTADO FEDERAL,Apartamento,#NULO#,150000
4509,1160556,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,#NULO#,1446.2
4510,1160556,camara,2018,DEPUTADO FEDERAL,Caderneta de poupança,#NULO#,10049.89
4511,1160556,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,#NULO#,4856.9
4512,1160556,camara,2018,DEPUTADO FEDERAL,Apartamento,#NULO#,53000
4513,174319,camara,2018,DEPUTADO FEDERAL,Ações (inclusive as provenientes de linha telefônica),AÇÕES PREFERENCIAIS DA TELEMIG CELULAR PARTICIPAÇÕES S/A CNPJ 02.558.118/0001-65,18.15
4514,174319,camara,2018,DEPUTADO FEDERAL,Ações (inclusive as provenientes de linha telefônica),AÇÕES ORDINARIAS DA BRASIL TELECOM PARTICIPAÇÕES S/A CNPJ 02.570.688/0001-70,72.6
4515,174319,camara,2018,DEPUTADO FEDERAL,"Fundos: Ações, Mútuos de Privatização, Invest. Empresas Emergentes, Invest.Participação e Invest. Índice Mercado",TITULO DE CAPITALIZAÇÃO DO SANTANDER CAPITALIZAÇÃO CNPJ 03.209./0001-02,370.7
4516,174319,camara,2018,DEPUTADO FEDERAL,"Fundos: Ações, Mútuos de Privatização, Invest. Empresas Emergentes, Invest.Participação e Invest. Índice Mercado",BÔNUS SUB-SERIE C DE AÇÕES DO BANCO DO BRASIL S/A,2.94
4517,174319,camara,2018,DEPUTADO FEDERAL,Ações (inclusive as provenientes de linha telefônica),AÇÕES ACÕES PREFERENCIAIS DA TELE LESTE CELULAR PARTICIPAÇÕES S/A CNPJ 02.558.144/0001-93,2.15
4518,174319,camara,2018,DEPUTADO FEDERAL,"Fundos: Ações, Mútuos de Privatização, Invest. Empresas Emergentes, Invest.Participação e Invest. Índice Mercado",AÇÕES ORDINÁRIAS DA PETROBRAS,12.11
4519,174319,camara,2018,DEPUTADO FEDERAL,Ações (inclusive as provenientes de linha telefônica),AÇÕES PREFERENCIAIS DA BRASIL TELECOM PARTICIPAÇÕES S/A CNPJ 02.570.688/0001-70,81.93
4520,174319,camara,2018,DEPUTADO FEDERAL,Ações (inclusive as provenientes de linha telefônica),AÇÕES ORDINARIAS DA TELEFONICA DATA BRASIL HOLDING S/A CNPJ 04.259.166/0001-33,125.05
4521,174319,camara,2018,DEPUTADO FEDERAL,Ações (inclusive as provenientes de linha telefônica),AÇÕES PREFERENCIAIS DA TELE NORTE CELULAR PARTICIPAÇÕES S/A CNPJ 02.558.154/0001-29,4.68
4522,174319,camara,2018,DEPUTADO FEDERAL,"Fundos: Ações, Mútuos de Privatização, Invest. Empresas Emergentes, Invest.Participação e Invest. Índice Mercado",AÇÕES DA EMPRESA BELGO MINEIRA,17.43
4523,174319,camara,2018,DEPUTADO FEDERAL,Ações (inclusive as provenientes de linha telefônica),AÇÕES ORDINARIAS DA TELESP CELULAR PARTICIPAÇÕES S/A CNPJ 02..558.074/0001-73,26.54
4524,174319,camara,2018,DEPUTADO FEDERAL,Ações (inclusive as provenientes de linha telefônica),AÇÕES ORDINÁRIAS DA TELECOMUNICAÇÕES DE SÃO PAULO S/A CNPJ 02.558.157/0001-62,104.43
4525,174319,camara,2018,DEPUTADO FEDERAL,Ações (inclusive as provenientes de linha telefônica),AÇÕES ORDINÁRIAS DA TELE NORTE CELULAR PARTICIPAÇÕES S/A CNPJ 02.558.154/0001-29,7.23
4526,174319,camara,2018,DEPUTADO FEDERAL,Ações (inclusive as provenientes de linha telefônica),AÇÕES PREFERENCIAIS DA TELE CENTRO OESTE CELULAR  PARTICIPAÇÕES S/A CNPJ 02.558.132/0001-69,23.26
4527,174319,camara,2018,DEPUTADO FEDERAL,Ações (inclusive as provenientes de linha telefônica),AÇÕES AÇÕES ORDINÁRIAS DE TELE LESTE CELULAR PARTICIPAÇÕES S/A CNPJ 02.558.144/0001-93,5.45
4528,174319,camara,2018,DEPUTADO FEDERAL,"Jóia, quadro, objeto de arte, de coleção, antiguidade, etc.","QUADROS, OBRAS DE ARTE, LIVROS DIDÁTICOS E COLEÇÕES",861.43
4529,174319,camara,2018,DEPUTADO FEDERAL,Terreno,TERRENO EM TERESINA,5000
4530,174319,camara,2018,DEPUTADO FEDERAL,Ações (inclusive as provenientes de linha telefônica),AÇÕES ORDINÁRIAS DA TELEMIG CELULAR PARTICIPAÇÕES S/A CNPJ 02.558.118/000165,25.68
4531,174319,camara,2018,DEPUTADO FEDERAL,Ações (inclusive as provenientes de linha telefônica),AÇÕES PREFERENCIAIS DA TELE CELULAR SUL PARTICIPAÇÕES S/A CNPJ 02.558.115/0001-21,16.12
4532,174319,camara,2018,DEPUTADO FEDERAL,Ações (inclusive as provenientes de linha telefônica),AÇÕES PREFERENCIAIS DA TELECOMUNICAÇÕES DE SÃO PAULO S/A CNPJ 02.558.157/0001-33,34.72
4533,174319,camara,2018,DEPUTADO FEDERAL,Quotas ou quinhões de capital,COTAS DE AÇÕES DO BRADESCO S/A,259.22
4534,174319,camara,2018,DEPUTADO FEDERAL,Ações (inclusive as provenientes de linha telefônica),AÇÕES PREFERENCIAIS DA TELE SUDESTE PARTICIPAÇÕES S/A CNPJ 02.558.129/0001-45,26.29
4535,174319,camara,2018,DEPUTADO FEDERAL,"Fundos: Ações, Mútuos de Privatização, Invest. Empresas Emergentes, Invest.Participação e Invest. Índice Mercado",BONUS SUB-SERIE B AÇÕES DO BANCO DO BRASIL S/A,1.53
4536,174319,camara,2018,DEPUTADO FEDERAL,Ações (inclusive as provenientes de linha telefônica),AÇÕES PREFERENCIAIS DA TELESP CELULAR PARTICIPAÇÕES S/A CNPJ 02.558.074/0001-73,34.63
4537,174319,camara,2018,DEPUTADO FEDERAL,Ações (inclusive as provenientes de linha telefônica),AÇÕES ORDINARIAS DA TELE CENTRO OESTE CELULAR PARTICIPAÇÕES S/A CNPJ 02.558.132/0001-69,30.82
4538,174319,camara,2018,DEPUTADO FEDERAL,Ações (inclusive as provenientes de linha telefônica),AÇÕES ORDINÁRIAS DA TELECOMUNICAÇÕES BRASILEIRAS S/A CNPJ 00.336.701/0001-04,1.16
4539,174319,camara,2018,DEPUTADO FEDERAL,Ações (inclusive as provenientes de linha telefônica),AÇÕES PREFERENCIAIS DA TELEMING CELULAR PARTICIPAÇÕES S/A CNPJ 02.558.118/0001-65,18.15
4540,174319,camara,2018,DEPUTADO FEDERAL,"Fundos: Ações, Mútuos de Privatização, Invest. Empresas Emergentes, Invest.Participação e Invest. Índice Mercado",AÇÕES DA CIA PESQUISA E RECURSOS MINERAIS - CPRM,5
4541,174319,camara,2018,DEPUTADO FEDERAL,Ações (inclusive as provenientes de linha telefônica),AÇÕES PREFERENCIAIS DA TELEFONICA DATA BRASIL HOLDING S/A CNPJ 04.259.166/0001-33,174.85
4542,174319,camara,2018,DEPUTADO FEDERAL,Ações (inclusive as provenientes de linha telefônica),AÇÕES ORDINÁRIAS DA TELE SUDESTE CELULAR PARTICIPAÇÕES S/A CNPJ 02.552.129/0001-45,20.2
4543,174319,camara,2018,DEPUTADO FEDERAL,Ações (inclusive as provenientes de linha telefônica),AÇÕES AÇÕES ORDINÁRIAS DA TELE NORDESTE CELULAR PARTICIPAÇÕES S/A CNPJ 02.558.156/0001-18,17.87
4544,174319,camara,2018,DEPUTADO FEDERAL,Ações (inclusive as provenientes de linha telefônica),AÇÕES PREFERENCIAIS DA TELECOMUNICAÇÕES BRASILEIRAS S/A CNPJ 00.336.701/0001-04,1.29
4545,174319,camara,2018,DEPUTADO FEDERAL,Ações (inclusive as provenientes de linha telefônica),AÇÕES PREFERENCIAIS DA TELE NORDESTE CELULAR PARTICIPAÇÕES S/A CNPJ 02.558.156/0001-18,14.19
4546,174319,camara,2018,DEPUTADO FEDERAL,Ações (inclusive as provenientes de linha telefônica),AÇÕES ORDINARIAS DA TELE CELULAR SUL PARTICIPAÇÕES S/A CNPJ 02.558.115/0001-21,12.02
4547,1160642,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",VW/TL ano 1971,15000
4548,1160642,camara,2018,DEPUTADO FEDERAL,Casa,"casa na Av. Profa. Laura de Freitas, 354, Alto da Maternidade, Moreno/PE",100000
4549,1160642,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",VW/TL ano 1973,15000
4550,1160642,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",FORD CORCEL,30000
4551,1160642,camara,2018,DEPUTADO FEDERAL,Apartamento,"Apartamento na Av. Agamenon Magalhães, 129, Torreão, Recife/PE, Financiado Pela CEF em 2011 em 360 Parcelas",420000
4552,1204570,camara,2018,DEPUTADO FEDERAL,Casa,#NULO#,270000
4553,1204553,camara,2018,DEPUTADO FEDERAL,Outros créditos e poupança vinculados,"Agência: 3571, Conta: 94041-0",72772.67
4554,1204553,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,"Agência: 1726, Conta: 5444-5",13303.91
4555,1204553,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,"Agência: 3571, Conta: 94041-0",2.33
4556,1204553,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","Pickup Gm S10, Ano: 2012",40000
4557,1204553,camara,2018,DEPUTADO FEDERAL,Dinheiro em espécie - moeda nacional,Dinheiro em Espécie,250000
4558,1204553,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,"Agência: 3563, Conta: 723-4",0.33
4559,1204553,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,"Agência: 3571, Conta: 40667-8",1
4560,1204553,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",Fiat Uno 2014,17000
4561,1204553,camara,2018,DEPUTADO FEDERAL,"Aplicação de renda fixa (CDB, RDB e outros)",Aplicação Renda Fixa Bradesco,7772.4
4562,1205535,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",#NULO#,100000
4563,1205535,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",#NULO#,50000
4564,1205535,camara,2018,DEPUTADO FEDERAL,Prédio residencial,#NULO#,1200000
4565,1205535,camara,2018,DEPUTADO FEDERAL,Quotas ou quinhões de capital,#NULO#,200
4566,174160,camara,2018,DEPUTADO FEDERAL,Outros bens imóveis,#NULO#,5477.5
4567,174160,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,#NULO#,18385.96
4568,174160,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,#NULO#,8103.1
4569,174160,camara,2018,DEPUTADO FEDERAL,Outros créditos e poupança vinculados,#NULO#,40000
4570,174160,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",#NULO#,52182.9
4571,174160,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,#NULO#,0.05
4572,174160,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,#NULO#,248533.16
4573,174160,camara,2018,DEPUTADO FEDERAL,Apartamento,#NULO#,188990.99
4574,1204377,camara,2018,DEPUTADO FEDERAL,"Aplicação de renda fixa (CDB, RDB e outros)",#NULO#,72183.62
4575,1204377,camara,2018,DEPUTADO FEDERAL,Quotas ou quinhões de capital,#NULO#,9500
4576,1204377,camara,2018,DEPUTADO FEDERAL,Quotas ou quinhões de capital,#NULO#,5200000
4577,1204377,camara,2018,DEPUTADO FEDERAL,"Aplicação de renda fixa (CDB, RDB e outros)",#NULO#,25752.27
4578,1204377,camara,2018,DEPUTADO FEDERAL,Outras aplicações e Investimentos,#NULO#,351162.75
4579,1171617,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",NISSAN/XTERRA 2.8 SE CINZA ANO 2004/2005,40333.52
4580,1141516,camara,2018,DEPUTADO FEDERAL,Consórcio não contemplado,#NULO#,22633.31
4581,1141516,camara,2018,DEPUTADO FEDERAL,Casa,#NULO#,696780
4582,1141516,camara,2018,DEPUTADO FEDERAL,Outros bens imóveis,#NULO#,10000
4583,1141516,camara,2018,DEPUTADO FEDERAL,Quotas ou quinhões de capital,#NULO#,9000
4584,1141516,camara,2018,DEPUTADO FEDERAL,Dinheiro em espécie - moeda nacional,#NULO#,90000
4585,1141516,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",#NULO#,5000
4586,1141516,camara,2018,DEPUTADO FEDERAL,Sala ou conjunto,#NULO#,349552.49
4587,1178860,camara,2018,DEPUTADO FEDERAL,Outros bens imóveis,"AREA DE TERRA RURAL- FAZENDA OURO VERDE 180 HA, ENTRE RIOS-BA",54775
4588,1178860,camara,2018,DEPUTADO FEDERAL,Consórcio não contemplado,BB CONSÓRCIO DE TRATORES/ CAMINHÃO,4071.97
4589,1178860,camara,2018,DEPUTADO FEDERAL,Apartamento,"APARTAMENTO NO EDF. MORADA DA PRAÇA, ALAGOINHAS-BA",126161.41
4590,1178860,camara,2018,DEPUTADO FEDERAL,Caderneta de poupança,CADERNETA DE POUPANÇA NO BANCO ITAU,35503.27
4591,1178860,camara,2018,DEPUTADO FEDERAL,Terreno,"AREA DE TERRA COM 22,50 TAREFAS, ENTRE RIOS-BA",5900
4592,1178860,camara,2018,DEPUTADO FEDERAL,Outros bens imóveis,"UNIDADE RESIDENCIAL NO CONDOMÍNIO VILA DA PRAIA, ITACIMIRIM-BA",50000
4593,1178860,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,BANCO DO BRASIL SA,34102.78
4594,1178860,camara,2018,DEPUTADO FEDERAL,Prédio comercial,"SALA NO CONDOMÍNIO ONDINA EMPRESARIAL, SALVADOR-BA",25705
4595,1178860,camara,2018,DEPUTADO FEDERAL,Outros bens imóveis,"DOAÇÃO DE PARTE DA FAZENDA SÃO JOSÉ DO MUCURI, ESPLANADA-BA",25000
4596,1178860,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,BANCO DO BRASIL SA,122926.11
4597,1178860,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",AUTOMÓVEL FORD 1000 FIESTA FLEX 2016,46695
4598,1178860,camara,2018,DEPUTADO FEDERAL,Terreno,"AREA DE TERRA COM 47,5 TAREFAS, ENTRE RIOS-BA",12500
4599,1178860,camara,2018,DEPUTADO FEDERAL,OUTROS BENS E DIREITOS,EMPRÉSTIMO CONCEDIDO,65000
4600,1178860,camara,2018,DEPUTADO FEDERAL,Terreno,"AREA DE TERRA COM 8,00 TAREFAS, ENTRE RIOS-BA",2900
4601,1178860,camara,2018,DEPUTADO FEDERAL,Terreno,TERRENO SITUADO NA CIDADE ALAGOINHAS-BA,310000
4602,1178860,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",AUTOMÓVEL TOYOTA SW4/SRX/4X4,137019.16
4603,1178860,camara,2018,DEPUTADO FEDERAL,OUTROS BENS E DIREITOS,EMPRÉSTIMO CONCEDIDO,70000
4604,1178860,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,BANCO DO BRASIL SA,77823.32
4605,1178860,camara,2018,DEPUTADO FEDERAL,Dinheiro em espécie - moeda nacional,VALOR EM ESPECIE - MOEDA NACIONAL,155000
4606,1178860,camara,2018,DEPUTADO FEDERAL,OUTROS BENS E DIREITOS,"EQUIPAMENTO HOSPITALAR ADQUIRIDO DE BUCALPLAN LTDA-EPP, CNPJ 056516000001/33",80000
4607,1178860,camara,2018,DEPUTADO FEDERAL,Caderneta de poupança,CADERNETA DE POUPANÇA NO BANCO ITAU,12563.3
4608,1178860,camara,2018,DEPUTADO FEDERAL,Apartamento,"APARTAMENTO NO EDF. LUCY BILLIAN NO CONDOMÍNIO CHACARA SUIÇA, SALVADOR-BA",217722.48
4609,1204538,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",WOLKSWAGEN KOMBI ANO 2005/2005 OLACA JUQ-0094,10000
4610,1204538,camara,2018,DEPUTADO FEDERAL,Caderneta de poupança,BANCO BRADESCO S.A CNPJ 60.746.948/0001-12,14691.94
4611,1204538,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","TUCSON HYUNDAI GL 20L COR PRATA 2009/2010 VALOR DE 90.469,12 ATRAVÉS DE FINANCIAMENTO COM ESTRADA DE 19.000,00 E O RESTANTE NO VALOR 71.469,12 EM 48 PARCELAS DE R$ 1.488,94",90469.12
4612,1204538,camara,2018,DEPUTADO FEDERAL,Caderneta de poupança,BANCO DO ESTADO DO PARÁ CNPJ 04.913.711/0001-08,160074.41
4613,1204538,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,BANCO BRADESCO S.A CNPJ 60.746.948/0001-12,212.49
4614,1204538,camara,2018,DEPUTADO FEDERAL,Consórcio não contemplado,CHEVROLET GMAC ADM. DE CONSORCIOS LTDA CNPJ 49.937.055/0001-11 GRUPO 020075 COTA 0068 NO EXERCICIO 2015,34077.43
4615,1204538,camara,2018,DEPUTADO FEDERAL,VGBL - Vida Gerador de Benefício Livre,VGBL DO KIRTON VIDA E PREVIDENCIA S/A CNPJ 05.609.427/0001-76,26928.97
4616,1204538,camara,2018,DEPUTADO FEDERAL,VGBL - Vida Gerador de Benefício Livre,BRADESCO VIDA PREVIDENCIA S.A CNPJ 51.990.695/0001-37,190000
4617,1204538,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.",CAMIONETE WOLKSWAGEN/KOMBI GASOLINA ALCOOL,35000
4618,1204538,camara,2018,DEPUTADO FEDERAL,Terreno,Propriedade Rural no município de Viseu colonio Benjamim Constant pelo valor R$ 50.000 do do espolio de Luiz Celso Monteiro Silva representado pela inventariante Maria Rosilene da Silva,50000
4619,1204538,camara,2018,DEPUTADO FEDERAL,"Aplicação de renda fixa (CDB, RDB e outros)",RENDA FIXA BANCO DO ESTADO DO PARÁ S/A CNPJ 04.913.711/001-08,517849.97
4620,1204538,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,SALDO CONTA CORRENTE NO BANCO DO ESTADO DO PARÁ S/A CNPJ 04.013.711/001-08,0.42
4621,1204538,camara,2018,DEPUTADO FEDERAL,Outras aplicações e Investimentos,TITULO CAPITALIZAÇÃO BRADESCO CNPJ 33.010.851/0001-74,274.47
4622,1193726,camara,2018,DEPUTADO FEDERAL,Quotas ou quinhões de capital,PAULO EDUARDO LIMA MARTINS ME (Empresário Individual) - CNPJ n. 13.668.464/0001-12,2000
4623,1193726,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,Banco do Brasil - Ag. 4884 - Conta 6144-1,509.29
4624,1160517,camara,2018,DEPUTADO FEDERAL,Terreno,"50% de área de terreno rural, situada no córrego Taquarapoca, Itapina, Colatina, medindo 41,13 HA, REG cart. 30 oficio de Colatina, fls.176/178 livro 111-A.",43000
4625,1160517,camara,2018,DEPUTADO FEDERAL,Terreno,"50%  de uma área de terreno rural, situada no córrego monte belo, distrito Itapina, Colatina. Medindo 53,80 HA. REG nr.5/806, livro 2, cartorio de Colatina.",15500
4626,1160517,camara,2018,DEPUTADO FEDERAL,Prédio comercial,"1/6 de um prédio comercial com seis salas para consultorio medico e areas comuns, construido de um lote de terras c/250m2 na Rua Pedro II,277, bairro Vila Nova, Colatina. Escritura em andamento,",24229
4627,1160517,camara,2018,DEPUTADO FEDERAL,Outros fundos,BB AGRONEGÓCIO - LCA POS CDI,50600
4628,1160517,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","um automóvel importado marca Renault Fluence DYN20A, 143 CV FLEX cor bege, ano fab/mod 2014/2015, placa PPH 3327/ES.",67000
4629,1160517,camara,2018,DEPUTADO FEDERAL,Outros fundos,BB LCI POS FIXADA COM RESGATE - dependente Estevão Moraes Dorna Foletto.,205998
4630,1160517,camara,2018,DEPUTADO FEDERAL,Outras participações societárias,Capital social integralizado na unimed noroeste capixaba cooperativa de trabalho medico.,46655.46
4631,1160517,camara,2018,DEPUTADO FEDERAL,Outras participações societárias,Capital próprio na coooperativa de credito de livre admissão leste capixaba.,56498
4632,1160517,camara,2018,DEPUTADO FEDERAL,Outros fundos,BB RENDA FIXA 500,65829
4633,1160517,camara,2018,DEPUTADO FEDERAL,Apartamento,50% de um apartamento em sociedade com seu irmão José Augusto Foletto.,105550
4634,1160517,camara,2018,DEPUTADO FEDERAL,Terreno,"50% de um lote de terreno urbano situado no loteamento residencial Parque das Alterosas, em Manguinhos, Serra/ES com área de 312,50 m2, com escritura no cartorio 30 oficio de Colatina.",7789
4635,1160517,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,Depósito no Banco do Brasil.,8450
4636,1160517,camara,2018,DEPUTADO FEDERAL,"Veículo automotor terrestre: caminhão, automóvel, moto, etc.","Um veículo marca chevrolet, Trailblazer, LTZ D4A, 0,6 T, 200CV DIESEL COR PRATA, PLACA PPB7699/ES",125000
4637,1160517,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,Deposito no banco Caixa Econômica Federal,8165
4638,1160517,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,Depósito no Banco do Brasil - dependente Estevão Moraes Dorna Foletto.,4485
4639,1160517,camara,2018,DEPUTADO FEDERAL,Outros fundos,BB LCI POS FIXADA COM RESGATE,88000
4640,1160517,camara,2018,DEPUTADO FEDERAL,Terreno,"33,33% de uma área de terreno rural, situada em Corr. São Pedro Frio, Pancas/ES, medindo 30,99 HA",20533
4641,1160517,camara,2018,DEPUTADO FEDERAL,Apartamento,"Um ap. de nr201, na rua Frederico Arthur Loss 485, bairro Jardim Planalto, Colatina. Construção concluída em agosto de 1996 (valor acrescido de benfeitorias efetivadas no ano).",250765
4642,1160517,camara,2018,DEPUTADO FEDERAL,Depósito bancário em conta corrente no País,Depósito a prazo na cooperativa de credito de livre admissão Leste Capixaba.,297749
4643,1160517,camara,2018,DEPUTADO FEDERAL,Terreno,"50% de uma área de terreno rural, situada em São Pedro Frio, Colatina, medindo 22,65 HA. Registro 2/15.367, livro 2-CA, cartorio de Colatina.",15000
